,c_leading_the_way_day_min,c_consumer_transformation_day_min,c_system_transformation_day_min,c_steady_progression_day_min,c_leading_the_way_day_max,c_consumer_transformation_day_max,c_system_transformation_day_max,c_steady_progression_day_max,combined_leading_the_way,combined_consumer_transformation,combined_system_transformation,combined_steady_progression
2050-04-30,660.6957668110465,839.148101233078,759.9580158905227,824.3321723717146,1025.7060644641342,1319.8763324245838,1136.2428053097296,1179.833393049895,829.5425919820468,1062.560089822081,936.679768460622,993.5348584196054
2050-05-01,649.3095589736747,823.9858874169925,747.7933552103137,812.4796716778759,999.0957974264678,1285.5291679300608,1110.6052753948547,1157.1247660748454,811.2717246168226,1038.6977222073588,918.36003259573,976.6615227775609
2050-05-02,645.5620480452626,818.3845471969921,742.2213726495954,805.7750623547785,993.921231409004,1277.6903154651498,1102.643229919971,1147.3874819310881,806.798849826922,1031.96726168667,911.5942256746648,968.4530197841419
2050-05-03,642.9208270240397,814.7507951424421,739.1002587411326,802.490577519336,988.4324995172041,1270.384385763446,1096.7870189784521,1141.687872484265,802.854648662815,1026.6463785498995,907.2041303592176,964.0322301415126
2050-05-04,627.447044091636,794.9310370085507,724.5848122684226,789.9876146590562,947.66203630338,1219.2510602966609,1061.3338548929128,1113.7367704646417,776.0440174391155,992.773402334077,883.2543363358743,944.5149364415523
2050-05-05,626.6924606656844,794.559049563206,725.4028396578346,792.1057610626939,942.1871073405292,1213.3854609059604,1059.1418713393782,1114.5758163938956,773.2376602033685,990.0286413397436,882.8028019800939,946.1464433357238
2050-05-06,630.0182158371549,798.7079263450094,728.2378596627522,794.2839260002349,951.6005387595349,1225.0047642870509,1066.8481870188316,1120.1723444461063,779.279758233726,997.5128706670067,887.8165998585583,949.8591694879675
2050-05-07,626.7301479811795,795.6978166089541,728.2369834373001,797.1396952958088,935.8909567223126,1207.3248931081143,1058.3787937100624,1118.6830034803488,770.5535971843033,988.1064594077336,884.1751373797149,950.9322635100013
2050-05-08,641.793371864786,815.5674651062925,743.8450028539448,811.9526602680941,972.2030070938849,1253.8359095804703,1092.4428149271203,1148.0250600195504,795.2012662236028,1020.0222675287546,908.1832498000663,972.4334320572956
2050-05-09,636.168798484822,807.3464655841289,735.9593682626268,802.7430352249374,963.3460249307699,1241.0160149018825,1080.3478745436782,1134.0992996187806,788.0191794020117,1009.57879451911,898.2526359849885,960.9214172434993
2050-05-10,624.9218483245966,793.1798864268684,726.0228778499887,794.7528867947518,932.3096430219535,1202.493637704404,1054.392811225989,1114.6693088365273,767.9291034699932,984.5188728557105,881.1332112208283,947.7748089557996
2050-05-11,618.6161640158306,785.529394602697,721.201605954584,791.6134020255809,913.1957630078862,1179.2390233704505,1039.6133862928161,1104.8576733569175,755.9290029490816,969.9318648496359,871.8870550530361,941.6732806962955
2050-05-12,618.8969286378193,786.2245736186435,722.3262043058933,793.3798956514427,911.9675656454541,1178.2635806123862,1039.9952887209097,1106.6077171745933,755.569456933942,969.9296091146906,872.7259482521206,943.485441454363
2050-05-13,615.77085892069,782.8411931731043,720.9867338958584,793.7018430135145,900.0908592728738,1164.4130528108283,1032.3494427128041,1103.2598821012357,748.5882167234076,961.9454594241538,868.6354182407708,942.2393851171026
2050-05-14,619.5830820800002,787.7086008584731,724.5230260494877,796.7109519950769,910.2263514418094,1177.0986146842656,1041.0960058848054,1110.0886202203776,755.2325860663527,970.319157263564,874.5171480822876,946.9803648471128
2050-05-15,615.1592311116791,782.104824491702,720.5337188820627,793.42347982584,898.2034529144518,1162.1251102453184,1030.9114534644445,1102.3293040951967,747.409879868842,960.5200949391261,867.7454444506176,941.6723284923189
2050-05-16,607.3566472815645,771.2196313584667,710.9271516123843,783.0299856265051,882.8716067478857,1141.3959421592667,1013.7285242276869,1084.9342583524308,736.1375687020914,945.0780631307023,854.5950439629421,927.9586145543739
2050-05-17,614.3406736031882,779.5267398246463,715.8400204201396,785.7437407705933,905.0175457335044,1168.09596466438,1030.227475497551,1095.1850794211105,749.8481107092239,961.5401743512133,864.6353678853533,933.9935243918684
2050-05-18,615.5564983689774,780.9599964274912,716.6621791166222,786.1569852516793,908.9485035126828,1172.8172389012102,1033.109767769561,1096.921832473934,752.2674519330515,964.4297182062039,866.3677101370475,934.9880739940133
2050-05-19,613.65606515472,778.6496657380118,715.1973340534789,785.1897166498574,903.2148248148156,1165.834722475903,1028.6590618589823,1093.9477460171338,748.6623939888447,960.0418703413686,863.5755299718002,933.1292096495584
2050-05-20,612.9715205330735,778.6611819848094,716.8350937696976,788.7124595075338,896.2014159570233,1158.5342178052838,1026.398702964079,1096.001496547207,745.2366749050782,956.9103404489415,863.5864094351325,936.1256140627778
2050-05-21,604.7252408026785,768.1471933763502,709.2236112163212,782.2712109880628,874.19050890314,1131.0100653325833,1007.4673643371656,1081.2848800774577,730.8268786477444,938.7698977714163,850.881353438044,925.9345350500919
2050-05-22,599.8227130555338,761.7122233877195,704.2255754518059,777.5963750097596,862.1853402501647,1115.6916546209377,996.355945883367,1071.8531702207213,722.7246067137223,928.3238782285447,843.105997723397,919.0751825386366
2050-05-23,593.6163306657907,753.2497274782097,697.0869783055055,770.227844280253,848.841225560804,1098.0921488448917,982.5356129073141,1058.742197983593,713.264467900221,915.6807931133288,832.8818427125092,909.0180257447836
2050-05-24,591.0325069026687,749.6772205021465,693.9882083215794,766.9334260537994,843.5757010781839,1091.045498477323,976.8204689330436,1053.100810657983,709.4506582928066,910.5081171623438,828.5657966604924,904.61630575786
2050-05-25,582.0161394969182,736.5693649122736,681.5286511467066,752.4943351933497,828.9632546158388,1070.0940093525996,957.3768574577501,1031.0391155040274,697.7593887977396,893.6369988356322,812.7318592352137,886.4692270585468
2050-05-26,579.3477281382711,733.702743179075,680.4402805404756,752.8674754909257,818.6996241874834,1058.1496596345069,950.833675050442,1028.2607801622648,691.7461768310843,886.7823380249552,809.2660073362307,885.4987087265549
2050-05-27,581.6279517725903,736.7023590451745,682.781955596635,755.0722411671086,824.2444563707721,1065.2367997381411,955.9965587664653,1032.6721563205629,695.4979105680635,891.6287075727599,812.8904124201366,888.7179052549233
2050-05-28,586.2836793236376,743.097172788671,688.2567375491033,760.8138404562553,833.9809225733358,1078.1744542634951,966.327558933482,1042.680194528911,702.4768115160074,901.027163400198,820.6163008318458,896.4650345937517
2050-05-29,596.7189804053398,756.3107522570122,697.6541330270705,768.5455567945671,862.3708229116365,1113.5234907987958,990.3555278019353,1060.9648566060932,720.9422240416145,924.1511234397957,836.5838440313021,908.9642242284741
2050-05-30,585.1672712992961,740.7254836655247,684.7925011530242,755.5908804579375,836.5623628533036,1079.8265833100081,964.5032159407104,1037.1754860170652,702.9167538429172,900.314480431408,817.7536188493596,890.9650208977341
2050-05-31,581.8005230684246,735.8705769125684,680.2417373593441,750.3810514776203,830.8736568746871,1071.7784952258085,957.2120311079623,1029.0843081104579,698.4512966503228,893.9419023155368,811.8889025908616,884.3609790362002
2050-06-01,587.8570853100225,744.9113644817967,689.2165118434332,761.1623659034672,839.3060713790053,1084.5145261287134,970.0891705537782,1044.777379349077,705.7100413481916,904.841164197723,822.8092207953181,897.5757025186394
2050-06-02,584.1424403220988,740.3929308090874,686.3466321454553,759.2598270544192,828.1140400077104,1070.880978591658,961.3917022663497,1038.9545437440688,698.6700158713061,896.2693045355848,817.3484184169788,893.931053303261
2050-06-03,584.561027224931,741.5654287636692,688.3724987685121,762.5177774697636,825.4849410159311,1068.6549527911952,961.8550853145523,1042.067638484969,697.7909194885851,896.0158043734747,818.7630659699145,897.2239975610812
2050-06-04,588.4225257565322,746.3792764492058,691.6555646466646,765.0313658085597,836.4345301575017,1082.1651063830802,970.8054293373091,1048.553230341645,704.814827126259,904.7118548541939,824.5804738207302,901.5201675923557
2050-06-05,593.5929091586563,752.9311579234816,696.3243833902028,768.8848836060603,850.4718965234873,1099.6514726310818,982.7067276236111,1057.6310494991294,713.951430674075,916.1600067033141,832.4978761322743,907.7346254247477
2050-06-06,592.0702897302112,750.131059538065,692.7149344350739,763.7553210244887,851.4441327052734,1099.4400806282788,979.880105557059,1051.7329370713428,713.4558754362514,914.3891791133772,829.117198971299,902.1215248239242
2050-06-07,590.1637027974474,747.6437751081005,690.8103887845234,762.0073339723062,846.6857986218487,1093.3961757320471,975.5469964483065,1048.1215060854947,710.2664197662543,910.2986687525458,826.1117694270931,899.5202691331782
2050-06-08,593.2819036601154,751.6790374148826,693.8414215479525,764.7162818437642,854.6595559765913,1103.4661690480436,982.6591883215727,1053.9069798939008,715.5650867162309,917.0486954943367,830.9877574992511,903.6326712164466
2050-06-09,588.5844750056336,746.0798235258897,690.5065410713031,762.8364874727795,839.833988933654,1085.5752507799778,971.5713164995689,1046.9682953670795,706.3733955482013,905.9981933618357,824.2203536608906,899.5219716631958
2050-06-10,594.5057917056635,754.6825449507212,698.674737316576,772.2933861551335,849.4632437301758,1099.366463821836,984.344874501901,1061.436134970841,714.0655119244279,917.0882482709393,834.6122268972379,911.4153774721515
2050-06-11,595.7773170556939,756.1114003621328,699.3547426491843,772.4040948788586,853.9851904220864,1104.7014194282897,987.4137878319802,1062.9929459093767,716.7723336281321,920.238969186144,836.3395097590957,912.1510612948044
2050-06-12,596.6634230771572,757.074792549347,699.7455883323308,772.3327941076277,857.3262151773918,1108.6027764794046,989.5776675038726,1063.9580236815495,718.7402479137979,922.494135392979,837.5042398815463,912.5231641896906
2050-06-13,593.1434948253643,752.1009064485366,695.2493264859188,767.3535135681082,850.7810182390999,1099.6105074606794,981.8753685332522,1055.8761764847777,713.8146887279361,915.6442770283788,831.4954874209899,906.0614537542635
2050-06-14,586.8928430424793,743.9742600145405,689.0767001853699,761.7503483064315,835.0180513567697,1079.6382207560614,967.6478333049415,1044.1392225383834,703.2881412440289,902.1826457084427,821.6758242548808,897.6541299528658
2050-06-15,583.5425639698533,739.6466946487506,685.8406841902099,758.8766220131113,826.4037421858028,1068.7732079002633,960.0000483432854,1037.9528932247779,697.5748672409406,894.9154746519638,816.4466061469824,893.2705419821052
2050-06-16,579.3422308200034,734.40558218567,682.2570546093998,756.1201546274601,814.5218889289494,1054.1051702443353,950.26812826016,1030.8801930753748,689.946897593971,885.4653149207397,810.1128771762314,888.5762598312928
2050-06-17,584.2590665190087,741.9982818554425,690.1928275893214,766.0344386589376,819.8824729713446,1063.0083557361213,960.5248063653733,1044.558011448869,695.2012902942688,893.8480644793888,819.2833151723185,900.4044543345867
2050-06-18,584.9555190609137,742.8048458065552,690.6267220296861,766.2049066028196,822.2188947253513,1065.7947040042031,962.1870967609128,1045.499384368659,696.6235475137466,895.5298047828287,820.2582429481557,900.9114186174033
2050-06-19,584.2457919114345,741.7119037877036,689.4890150298718,764.7877473099425,821.4273073524827,1064.4923407985266,960.7042179520082,1043.5362876447193,695.8574402335062,894.3142041014189,818.9381825195442,899.2172549994749
2050-06-20,578.7661847682724,734.1407890576645,682.9307612747755,757.8251452692189,810.2298603272905,1049.5186050748125,948.5798360478689,1031.5917611168675,687.756177056504,883.3347148465317,809.7912895381932,889.905087217122
2050-06-21,577.0009221539489,731.5166683303719,680.3430071320689,754.7329546907818,807.7080086676946,1045.7445180740358,944.8181131019558,1027.0583079783578,685.6129597159842,880.1378878239491,806.6215962967497,886.1009897155983
2050-06-22,577.0152430470789,731.7095559247485,680.8044153046827,755.5453831612235,806.7220862995257,1044.8018540309236,944.7149657419105,1027.730676294938,685.1977101259276,879.8483678713937,806.8540811140913,886.8774623539014
2050-06-23,575.8644780601364,730.3221413981014,679.9470666409275,755.0126914687091,803.1824195642309,1040.5082102088652,942.0109395420013,1025.9725824052289,682.9856157320847,877.1701630202754,805.1772616509737,885.8020747236553
2050-06-24,578.913763035147,735.0375669356245,684.8856648062078,761.1917397180005,806.4679395584755,1045.9920348086653,948.3666712319966,1034.4797945484074,686.227493223643,882.3566976641106,810.8725184592053,893.1664613401994
2050-06-25,579.7101037703624,736.3741680088278,686.4452491276841,763.2878345282502,806.7093763497485,1046.8278528796197,949.9446172983896,1037.0909275400322,686.8090591947273,883.5179197240896,812.4865578793299,895.5465467600094
2050-06-26,579.6890506132502,736.0521095803783,685.6681359319787,761.9168609854007,808.3845395264508,1048.4319968813606,950.1262388553554,1035.9598986537453,687.516569799428,884.0143080412148,812.0983977101989,894.2377933393524
2050-06-27,575.7265077515713,730.6522649668648,681.118473624188,757.2267475656597,799.8463930972428,1037.1775486251531,941.3000258793885,1027.6006723990727,681.4687028887838,875.9363948640411,805.5744437442416,887.8303286338588
2050-06-28,574.7340888419683,728.9273029845531,679.0227954701643,754.3426538133573,799.8930386878304,1036.4720319176765,939.37970963469,1024.127129874331,680.8933422707771,874.5981868693763,803.4915859023981,884.6067298793121
2050-06-29,575.6113984283642,730.2533628104509,680.3651049531455,755.9799577729723,801.0178636518928,1038.2234257001348,941.2321638926545,1026.4613438563733,681.9032492410325,876.1466845943297,805.0932780351554,886.5925127285705
2050-06-30,571.204681609585,725.0483969345638,677.3591045865794,754.4354833149874,786.829907417244,1021.1690309502757,930.7933157908255,1020.1288539465526,673.1600787308669,865.6923321246686,798.802200690374,882.943591352191
2050-07-01,575.3804063167602,731.2574945294486,683.4849122286456,761.7580640920614,792.7851021583741,1030.0867223254877,939.6903028805393,1030.859193999845,678.2254525327295,873.2512095316612,806.30220668583,891.9497617364647
2050-07-02,576.2959670197184,732.3529091637007,684.1453998434765,762.1432141974831,795.6507197524942,1033.5505865505188,941.8482185469308,1032.2267392536696,680.0066640681788,875.397508835219,807.626147730269,892.7687357741443
2050-07-03,574.0822812374911,729.194994934326,681.2411292911881,758.8748580445451,791.7094031734982,1028.0645498606718,937.0274744934607,1027.033559126642,676.9841913566199,871.1444702289242,803.811290546314,888.5753333734779
2050-07-04,569.2765508838063,722.3355433498995,674.9262412564944,751.7617283533906,783.1758753765832,1016.1768131891245,926.565055606036,1015.7452244719693,670.432429835919,861.9186023486794,795.5248746841596,879.4549473723104
2050-07-05,567.1763612923158,719.4171789666171,672.3701462181587,749.0171877439084,778.9812773235548,1010.5316695669502,921.9309934149235,1011.105883126662,667.3691664335714,857.7408854256965,791.999162755396,875.8139058603975
2050-07-06,569.062492939494,722.2691078783764,675.2586194760055,752.5419476156014,781.3935191151882,1014.2911724860717,925.9127926576044,1016.1280244527536,669.5377799891289,861.0681190133582,795.4438852832232,880.0876121887886
2050-07-07,568.22101776432,721.2487220009589,674.6166462391703,752.1255157923432,778.8396023587178,1011.1847928909191,923.9400931507271,1014.820727248552,667.9350150775921,859.1205143877021,794.210675370219,879.2757705635344
2050-07-08,572.8185337479806,727.8463285622298,680.7486591868001,759.0926527489912,786.7960896534669,1022.3569821845649,933.9216795060835,1025.7509120767118,674.1137900315662,867.8816761681524,802.1806664397456,888.154600260433
2050-07-09,573.931440013055,729.1203052038117,681.403807441689,759.2967639385565,790.6168969735323,1026.8938850981133,936.5895536019292,1027.200064179246,676.4240311436656,870.5963981345351,803.7206318658748,888.9000401480824
2050-07-10,573.2310851156724,728.2236571916557,680.7478771410347,758.7327469234168,788.7691971915589,1024.5772333622417,934.9845985443226,1025.9364912727365,675.2095310392804,869.062530318774,802.6371391832947,888.0184498622209
2050-07-11,567.6500276106119,720.1208083843164,673.06324822173,749.8446504417795,779.660836443387,1011.547141589796,922.9407449964785,1012.3205087094207,667.9454860630825,858.5995808473133,792.8490829523375,876.8325113093942
2050-07-12,566.3780447232455,718.278668142352,671.323608805091,747.8399994135693,777.5580480315666,1008.5514331726215,920.1922493931312,1009.2342661685537,666.2783701731698,856.2065319609769,790.6238057981661,874.3030421617004
2050-07-13,567.9529529220413,720.5151615323614,673.3637050060296,750.1185435873194,780.4217571449523,1012.5121572057151,923.6298555392077,1012.8912112750476,668.4543444540084,859.2510314993006,793.3255896042326,877.2421779829268
2050-07-14,567.3734633288024,720.1041983568364,673.6703514070066,751.1703219337169,776.9520347005567,1008.7182483494817,922.0440950562229,1013.0714931435713,666.6150619613479,857.3734927708224,792.8278576166564,877.9507066146545
2050-07-15,571.1982083780671,725.8637239620155,679.4668755408327,758.2092344558789,781.9825588514481,1016.4762133892082,930.1369383429625,1023.1677810837144,671.0723516030394,864.1640854758231,799.7846099863136,886.5141120789337
2050-07-16,571.9547214278275,726.9264743298095,680.4171804180335,759.2507122899885,783.4259343931421,1018.4443148305027,931.7972079629711,1024.8815998596638,672.1467280974157,865.6477688377647,801.0684954839099,887.8757182828698
2050-07-17,571.4498037314492,726.1543575298375,679.6217222808885,758.2674219289557,782.8309363792296,1017.4869853759201,930.7380214968787,1023.5051143143888,671.5880111068655,864.7729787253704,800.1359138022515,886.6940396783365
2050-07-18,566.2718149325378,718.77226129983,672.8399977105981,750.6432075721502,773.5853793463913,1004.6290755744806,919.458394260769,1011.3745860167564,664.5068120975136,854.8164730375062,791.2181014150564,876.9049689579823
2050-07-19,566.1567501944119,718.5295028829366,672.4872722886381,750.1126210904812,773.8415626166429,1004.7898024743083,919.2690528985192,1010.8134711014957,664.5479091832881,854.7399227483039,790.9250830881009,876.3454178039907
2050-07-20,565.1649191554188,717.0572684250662,671.0388464709042,748.3851290582083,772.411996398241,1002.6570705428398,917.1538114757187,1008.2742851491356,663.3382874656816,852.939791079439,789.1467547446896,874.2174094638365
2050-07-21,563.7798935237695,715.2460888092044,669.6442401942916,747.095538520633,768.9806216390314,998.2909711269077,914.0094149446337,1005.6348220127761,661.0321996890744,849.9761952550009,786.9582890117302,872.309016706472
2050-07-22,569.2062927295924,723.1184675503661,677.1006994251525,755.7101274353245,777.8713538855135,1010.9936144103156,925.7241366235454,1018.8515250626026,668.1098985530482,860.1601035699454,796.4679605505086,883.1592135667975
2050-07-23,568.9799473899066,722.9392812863662,677.1725658812611,756.0352997022862,776.625573193469,1009.6176078263278,925.1192875194894,1018.8528032568324,667.4385470677001,859.461062460814,796.2510569926659,883.3548539327338
2050-07-24,569.1828175997499,722.8845257686414,676.5554304215248,754.7557334655778,779.0051623645589,1012.0723767381066,925.8291553452254,1018.0539889903279,668.5832312240625,860.483500348174,796.1859669396401,882.2437582788541
2050-07-25,563.3565716103287,714.7841906486016,669.4532750618931,747.1220117355315,767.3942054167294,996.4365467280785,912.976947090089,1005.1676460029854,660.0962328342812,848.9018691708441,786.3998660860647,872.1240637088766
2050-07-26,563.4160077404247,714.626917649443,668.9099952946199,746.0991239782826,768.9196484989264,997.9567739158356,913.2949313131392,1004.4105037596561,660.7876702325964,849.4610471309828,786.2106184164852,871.1848798203422
2050-07-27,561.8228578419652,712.2375740513489,666.520459340443,743.211727850945,766.7672703505935,994.6701881605418,909.9163908762472,1000.2410045646873,658.9065481605523,846.6146509703451,783.3245761335239,867.660112547908
2050-07-28,559.657688010979,708.7295507452379,662.6036437587636,738.0910538880864,765.3715231195469,991.6826938200685,905.5279228354219,993.6085138748059,657.0075067672071,843.225667367464,779.0880634278928,861.7366403665088
2050-07-29,562.8433783765394,713.6152610214499,667.6588256267173,744.3599858663798,769.0424350514822,997.6424068709208,912.1996352086171,1002.34570808898,660.4968997300448,848.7189476500915,784.9891040113022,869.2538215581039
2050-07-30,562.3069893103051,712.7739554629147,666.7597280782907,743.2187648609796,768.5338793300401,996.7448729063126,911.0908366577445,1000.8054110411055,659.9564621016272,847.8283526282975,783.973014750335,867.9069691357175
2050-07-31,561.154457231331,711.0314426151558,664.9951594431558,741.0657441885056,767.0588354942993,994.4466109044064,908.6575976314897,997.7372512695077,658.6308753982804,845.7949040056092,781.8683077620655,865.296257560774
2050-08-01,558.1814375911993,706.9136659132762,661.4112760815992,737.2422858858977,761.0421125411581,986.3790955977477,902.0871635387659,991.2196284910295,654.2606278955689,839.8562239901646,776.8935286776405,860.2004459461909
2050-08-02,556.2512139619311,704.2872072970667,659.2050651168067,734.9755429499622,756.8601619348715,980.8747392818768,897.7847238670745,987.1621481053862,651.3047746011098,835.9141628647238,773.7202961145198,857.0962029184385
2050-08-03,555.2102753796705,703.1746715794599,658.795186341295,735.1473674068191,752.8227829475748,976.1828212803416,895.2277910175012,986.0995301185882,648.9446085933097,833.2296592836686,772.3751758774699,856.7424784762101
2050-08-04,555.3805977669188,703.5374883778394,659.3262285357359,735.9487171991144,752.423173423565,975.9251801485027,895.5053506087289,986.9429930534951,648.8750059677657,833.3365771990456,772.8131018628314,857.5858567900034
2050-08-05,560.0171248567633,710.1996455068835,665.5322636999806,743.0142852034897,760.3969235734569,987.1435710556891,905.5649592285644,997.9976591977413,655.0846072765213,842.1563286138307,780.8610446821033,866.5772550407474
2050-08-06,560.5905234883389,710.7125359660846,665.5015265081854,742.4610511509233,763.2070676373642,990.2949877943267,907.0512923889121,998.2128026691411,656.6366869951305,843.818816641874,781.4815684489943,866.3378246157255
2050-08-07,560.5633804703679,710.4911347355165,664.997060218981,741.5827888281199,764.2301123036304,991.2638550293627,907.1344795594584,997.472491586962,657.0602024355537,844.102494087985,781.2146696595757,865.4926460425519
2050-08-08,556.9722911342785,705.2205045635156,659.9063740146411,735.6026769688552,758.7031867349656,983.2025433393126,899.4292846712477,988.5005879691288,652.5296975309333,837.4748131363797,774.8480404649233,858.0478457989763
2050-08-09,558.2163448961908,706.7756461117397,660.9750359212386,736.4320716564883,762.205754322908,987.5308682909517,902.3094782666315,990.6058608536699,654.7818129281675,840.2685569530496,776.7273729734295,859.4504938161497
2050-08-10,560.4297154949877,709.920005777605,663.8452587062714,739.6398334808459,766.2233665813134,993.0904529368248,907.1397438582324,995.7497618660307,657.836895555223,844.5450811266735,780.5258960508912,863.5863571765371
2050-08-11,561.114598326328,710.7763977842154,664.4342192323827,740.0975718521534,768.1501662373817,995.4719005016937,908.7251699312567,996.9096843104035,659.0761175322776,846.0826521873101,781.5608140566329,864.3596256999552
2050-08-12,565.3058468375889,717.1484209043662,670.9417104182504,748.0890096377649,773.3073634033298,1003.629581701304,917.5463044367907,1008.1978814582377,663.8077510835969,853.4125552530932,789.2572069979178,874.0069037310805
2050-08-13,566.921832916639,719.1560507304779,672.2979164315955,749.1092458983277,777.9300987193567,1009.3225481127525,921.2972811173892,1010.886452219377,666.7645643729114,857.0644251041289,791.6833988849588,875.7748053079033
2050-08-14,570.7768541971017,724.2974937706927,676.4369834841011,753.1587621705205,786.8927093416322,1020.9061748665258,929.9711463267738,1018.6044617620487,672.9303968417709,865.1288189385798,797.8955181500387,881.5222814441854
2050-08-15,563.124014052984,713.7199499702133,667.2682149209904,743.417806480995,771.2759895999139,1000.0147630321176,913.0410676372142,1001.909000142274,661.6254608524471,849.8016173948104,785.1164788777229,868.500812202594
2050-08-16,563.1237315037348,713.34258937189,666.3003704489224,741.6878071774752,773.4862377847688,1002.152103439528,913.3340781947746,1000.512115091252,662.5754625691086,850.4940441794183,784.6617726665569,866.8623672805572
2050-08-17,562.9596855424365,713.4598808268884,666.9867964957369,743.0575079642203,771.1338307287986,999.7529878292169,912.7031873488708,1001.4284975960086,661.4657568850898,849.5330504442319,784.8023860991118,868.078082021189
2050-08-18,563.725076151574,714.5189697605946,667.9068481041438,744.0371865025566,772.6887575010876,1001.8356862816493,914.3955062634589,1003.1026736836717,662.5934147186033,851.063801591665,786.081898578764,869.3855688874423
2050-08-19,569.5519623970695,722.9686488276351,675.9041019259422,753.2705464459625,782.2574056887172,1015.4968624127614,926.9777036014594,1017.2810792706,670.202822062098,862.0061349433136,796.2889482248409,881.0204342430766
2050-08-20,572.7023170839203,727.2375818875033,679.4593192044867,756.8886531112582,789.187004184493,1024.581358721704,934.0136310938797,1023.8375885059149,675.0719030097266,868.4726964513451,801.4466413270933,886.0097597909958
2050-08-21,570.1914946693732,723.9185764501185,676.8396668715999,754.3873297243749,783.1754863887865,1016.8684658856151,928.3411186284499,1018.9206840925696,670.9811937642812,863.1656984143339,797.4363744817617,882.3953167297187
2050-08-22,564.3668153520327,715.8883434775596,669.9137503688631,747.0673140895653,771.1692963636556,1000.851586807822,915.4394578772803,1006.2893915013308,662.3252272032701,851.4623153332227,787.7347508729516,872.5734782721901
2050-08-23,565.3824872248342,717.1949050566436,670.8809619993804,747.9138072437479,773.8123938145458,1004.1759697812117,917.7621576607528,1008.1448966340356,664.0708416440452,853.6753326213043,789.3135541672773,873.8790111904271
2050-08-24,566.014257665955,717.7454195455612,670.8096550242738,747.2373201749385,776.9941646614614,1007.7309408952879,919.4111622657924,1008.3279085527147,665.8177021306647,855.5338790089713,789.9796690113196,873.5518205423542
2050-08-25,561.0974847726175,710.6825124126892,664.2334642956731,739.7535478821942,768.5271317679118,995.8235237605509,908.7420161370667,996.6122171876744,659.2279050724369,846.1774851068241,781.4476108741579,864.0253453531212
2050-08-26,564.4207987318413,715.4780637672258,668.7339308010166,744.91120332395,774.1232261303618,1003.7491941418764,915.9365847177452,1004.6111509270736,663.6274902413153,852.4618256923545,787.2406159955835,870.5584299301468
2050-08-27,566.1203798597005,717.9213633786177,671.0119073891555,747.5066725048569,777.0390930532999,1007.8546584280236,919.623136926678,1008.6678192281723,665.9006857951961,855.6926239132583,790.1921391868806,873.859546977053
2050-08-28,565.1499346274094,716.4596200769936,669.5401657207605,745.7189137239357,775.7649944925645,1005.888456308659,917.5700590193828,1006.1046632521908,664.7707292696982,853.9703766122393,788.426545916686,871.6850763446749
2050-08-29,562.607973100841,712.4065346622981,665.1096284342898,740.007276461373,773.7426926877157,1002.0100234980606,912.3669350645921,998.5602643783759,662.3762756095712,849.8713680463059,783.5316046591499,865.0150255046625
2050-08-30,562.8835366675713,712.3600633837589,664.3429760057791,738.3972435839303,776.8112948183509,1005.1861265503317,913.3094300807686,997.578571512786,663.8607751535963,851.2088729872661,783.476815071333,863.6270442377756
